prediction_file,target_file,field_name,evaluation_method,scoring_type,tp,fp,fn,tn,expected,actual,expected_context,actual_context
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Tumour response and safety assessment,Tumour response and safety assessment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Statistical consideration,Statistical consideration,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Results,Results,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Patient population,Patient population,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Treatment,Treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Anaesthesia,Anaesthesia,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Choice of electrode,Choice of electrode,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Duration of procedure,Duration of procedure,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Treatment response,Treatment response,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Safety,Safety,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Discussion,Discussion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Cutaneous metastases: A challenge in cancer treatment,Cutaneous metastases: A challenge in cancer treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Electrochemotherapy,Electrochemotherapy,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Electrochemotherapy in routine use,Electrochemotherapy in routine use,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,ECT and its place in oncological practice,ECT and its place in oncological practice,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,1,0,0,0,Conclusion,Conclusion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,0,1,0,0,,-,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,0,1,0,0,,Intratumoural treatment (for small or few cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,0,1,0,0,,Local anaesthesia (for small or few cutaneous metastases).,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,0,1,0,0,,General anaesthesia (for large or many cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,exact,partial_ulist,0,1,0,0,,Acknowledgements,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Patients and methods,Patients and methods,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Study design,Study design,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Procedure,Procedure,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Injection of bleomycin,Injection of bleomycin,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Anaesthesia,Anaesthesia,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Tumour response and safety assessment,Tumour response and safety assessment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Statistical consideration,Statistical consideration,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Results,Results,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Patient population,Patient population,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Treatment,Treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Anaesthesia,Anaesthesia,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Choice of electrode,Choice of electrode,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Duration of procedure,Duration of procedure,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Treatment response,Treatment response,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Safety,Safety,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Discussion,Discussion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Cutaneous metastases: A challenge in cancer treatment,Cutaneous metastases: A challenge in cancer treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Electrochemotherapy,Electrochemotherapy,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Electrochemotherapy in routine use,Electrochemotherapy in routine use,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,ECT and its place in oncological practice,ECT and its place in oncological practice,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,1,0,0,0,Conclusion,Conclusion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,0,1,0,0,,-,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,0,1,0,0,,Intratumoural treatment (for small or few cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,0,1,0,0,,Local anaesthesia (for small or few cutaneous metastases).,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,0,1,0,0,,General anaesthesia (for large or many cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_titles,levenshtein,partial_ulist,0,1,0,0,,Acknowledgements,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Patients and methods,Patients and methods,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Study design,Study design,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Procedure,Procedure,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Injection of bleomycin,Injection of bleomycin,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Anaesthesia,Anaesthesia,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Tumour response and safety assessment,Tumour response and safety assessment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Statistical consideration,Statistical consideration,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Results,Results,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Patient population,Patient population,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Treatment,Treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Anaesthesia,Anaesthesia,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Choice of electrode,Choice of electrode,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Duration of procedure,Duration of procedure,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Treatment response,Treatment response,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Safety,Safety,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Discussion,Discussion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Cutaneous metastases: A challenge in cancer treatment,Cutaneous metastases: A challenge in cancer treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Electrochemotherapy,Electrochemotherapy,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Electrochemotherapy in routine use,Electrochemotherapy in routine use,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,ECT and its place in oncological practice,ECT and its place in oncological practice,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,1,0,0,0,Conclusion,Conclusion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,0,1,0,0,,-,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,0,1,0,0,,Intratumoural treatment (for small or few cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,0,1,0,0,,Local anaesthesia (for small or few cutaneous metastases).,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,0,1,0,0,,General anaesthesia (for large or many cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,exact,partial_ulist,0,1,0,0,,Acknowledgements,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Patients and methods,Patients and methods,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Study design,Study design,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Procedure,Procedure,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Injection of bleomycin,Injection of bleomycin,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Anaesthesia,Anaesthesia,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Tumour response and safety assessment,Tumour response and safety assessment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Statistical consideration,Statistical consideration,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Results,Results,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Patient population,Patient population,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Treatment,Treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Anaesthesia,Anaesthesia,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Choice of electrode,Choice of electrode,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Duration of procedure,Duration of procedure,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Treatment response,Treatment response,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Safety,Safety,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Discussion,Discussion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Cutaneous metastases: A challenge in cancer treatment,Cutaneous metastases: A challenge in cancer treatment,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Electrochemotherapy,Electrochemotherapy,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Electrochemotherapy in routine use,Electrochemotherapy in routine use,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,ECT and its place in oncological practice,ECT and its place in oncological practice,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,1,0,0,0,Conclusion,Conclusion,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,0,1,0,0,,-,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,0,1,0,0,,Intratumoural treatment (for small or few cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,0,1,0,0,,Local anaesthesia (for small or few cutaneous metastases).,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,0,1,0,0,,General anaesthesia (for large or many cutaneous,None,None
sonc50-621.xml,sonc50-621.nxml,body_section_label_titles,levenshtein,partial_ulist,0,1,0,0,,Acknowledgements,None,None
sonc50-621.xml,sonc50-621.nxml,first_body_section_paragraphs,exact,list,0,1,0,0,,"A cutaneous metastasis can be defined as ?a neoplastic lesion arising from another neoplasm with which there is no longer continuity? [ 1 ]. Cutaneous metastases account for 0.7% to 9% of all metastases [ 2 ]. Breast cancer accounts for 51% of the total cases of cutaneous metastases, while malignant melanoma accounts for 18% [ 3 ]. The management of cutaneous metastases often presents a challenge for the clinician as they may be widespread and may recur after radiotherapy or chemotherapy. In some cases, patients may have stable disease in sites other than the skin, and clinicians may be reluctant to use systemic chemotherapy for the skin metastases alone. Electrochemotherapy (ECT) is a rapidly emerging and effective treatment option for cutaneous metastases from malignant tumours [ 4?6 ]. ECT uses local application of short duration, electric pulses directly to the tumour cells via an electrode, causing destabilisation of the cell membrane and thereby making it transiently permeable (electropermeabilisation ? Figure 1) [ 7 ]. Bleomycin, a chemotherapeutic agent used in the treatment of cancer, is under normal conditions unable to freely diffuse through the plasma membrane. However, electropermeabilisation allows this otherwise poorly permeating agent to enter the cell cytosol, thereby greatly increasing its concentration within the tumour cell (Figure 2). In high concentrations, such as those achieved with ECT, bleomycin can cause cell death within a few minutes [ 8 ]. Preclinical studies have demonstrated a 300- to 700- fold increase in bleomycin cytotoxicity using this method of drug delivery [ 9?11 ]. ECT was originally employed for treatment of metastatic head and neck cancer [ 12 ] and has since been used in the treatment of cutaneous metastases from tumours independent of histology [ 5,13,14 ]. ECT can be used where surgery is not an option and is also efficient in chemotherapy-resistant and radiotherapy-resistant lesions [ 5,15 ]. Treatment may provide palliation particularly where there is pain or bleeding from cutaneous metastases [ 16 ]. It is well tolerated with few side-effects, allows for immediate recovery and can be repeated [ 4,5 ]. In 2006 a European study was published (the ESOPE study) [ 5 ] and with that the standard operating procedures [ 17 ] which describe the ECT procedures in detail. The present study aims at continuing the exploration of ECT as a highly effective treatment in order to improve and evaluate its benefits.To this end, we created the International Network for Sharing Practice in ElectroChemoTherapy (INSPECT) database, the purpose of which is to gather, share and publish clinical data and experience. This is the first report from this network.",None,None
sonc50-621.xml,sonc50-621.nxml,first_body_section_paragraphs,levenshtein,list,0,1,0,0,,"A cutaneous metastasis can be defined as ?a neoplastic lesion arising from another neoplasm with which there is no longer continuity? [ 1 ]. Cutaneous metastases account for 0.7% to 9% of all metastases [ 2 ]. Breast cancer accounts for 51% of the total cases of cutaneous metastases, while malignant melanoma accounts for 18% [ 3 ]. The management of cutaneous metastases often presents a challenge for the clinician as they may be widespread and may recur after radiotherapy or chemotherapy. In some cases, patients may have stable disease in sites other than the skin, and clinicians may be reluctant to use systemic chemotherapy for the skin metastases alone. Electrochemotherapy (ECT) is a rapidly emerging and effective treatment option for cutaneous metastases from malignant tumours [ 4?6 ]. ECT uses local application of short duration, electric pulses directly to the tumour cells via an electrode, causing destabilisation of the cell membrane and thereby making it transiently permeable (electropermeabilisation ? Figure 1) [ 7 ]. Bleomycin, a chemotherapeutic agent used in the treatment of cancer, is under normal conditions unable to freely diffuse through the plasma membrane. However, electropermeabilisation allows this otherwise poorly permeating agent to enter the cell cytosol, thereby greatly increasing its concentration within the tumour cell (Figure 2). In high concentrations, such as those achieved with ECT, bleomycin can cause cell death within a few minutes [ 8 ]. Preclinical studies have demonstrated a 300- to 700- fold increase in bleomycin cytotoxicity using this method of drug delivery [ 9?11 ]. ECT was originally employed for treatment of metastatic head and neck cancer [ 12 ] and has since been used in the treatment of cutaneous metastases from tumours independent of histology [ 5,13,14 ]. ECT can be used where surgery is not an option and is also efficient in chemotherapy-resistant and radiotherapy-resistant lesions [ 5,15 ]. Treatment may provide palliation particularly where there is pain or bleeding from cutaneous metastases [ 16 ]. It is well tolerated with few side-effects, allows for immediate recovery and can be repeated [ 4,5 ]. In 2006 a European study was published (the ESOPE study) [ 5 ] and with that the standard operating procedures [ 17 ] which describe the ECT procedures in detail. The present study aims at continuing the exploration of ECT as a highly effective treatment in order to improve and evaluate its benefits.To this end, we created the International Network for Sharing Practice in ElectroChemoTherapy (INSPECT) database, the purpose of which is to gather, share and publish clinical data and experience. This is the first report from this network.",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,1,1,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,2,2,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,3,3,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,7,7,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,8,8,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,12,12,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,5,5,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,13,13,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,14,14,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,5,5,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,16,16,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,5,5,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,17,17,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,17,17,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,20,20,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,21,21,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,22,22,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,13,13,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,3,3,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,21,21,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,4,4?6,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,6,9?11,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,9,"5,13,14",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,11,"5,15",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,15,"4,5",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,4,"18,19",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,5,9?11,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,18,23?25,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,19,"13,23,24",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,9,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,11,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,14,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,5,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,23,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,25,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,5,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,13,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,23,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,24,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,exact,partial_ulist,0,0,1,0,13,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,1,1,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,2,2,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,3,3,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,7,7,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,8,8,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,12,12,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,5,5,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,13,13,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,14,14,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,5,5,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,16,16,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,5,5,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,17,17,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,17,17,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,20,20,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,21,21,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,22,22,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,13,13,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,3,3,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,21,21,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,4,4?6,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,6,"4,5",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,9,9?11,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,11,9?11,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,15,"5,15",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,4,"5,13,14",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,5,23?25,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,18,"18,19",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,19,"13,23,24",None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,9,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,11,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,14,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,5,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,23,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,25,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,5,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,13,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,23,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,24,,None,None
sonc50-621.xml,sonc50-621.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,0,1,0,13,,None,None
sonc50-621.xml,sonc50-621.nxml,body_asset_citation_text,exact,partial_ulist,0,0,1,0,Figure 1,,None,None
sonc50-621.xml,sonc50-621.nxml,body_asset_citation_text,exact,partial_ulist,0,0,1,0,Figure 2,,None,None
sonc50-621.xml,sonc50-621.nxml,body_asset_citation_text,exact,partial_ulist,0,0,1,0,Figure 1,,None,None
sonc50-621.xml,sonc50-621.nxml,body_asset_citation_text,exact,partial_ulist,0,0,1,0,Figure 3,,None,None
sonc50-621.xml,sonc50-621.nxml,body_asset_citation_text,exact,partial_ulist,0,0,1,0,Table I,,None,None
sonc50-621.xml,sonc50-621.nxml,body_asset_citation_text,exact,partial_ulist,0,0,1,0,Figure 3,,None,None
